s#	c#	grade
2203712768	Phys-36	61.1
2204313375	IE-76	95.7
2206515191	Econ-31	93.1
2203312570	ChE-46	65.1
2206115149	Chem-83	64.1
2206113854	ChE-79	63.2
2205114711	ME-92	75.9
2203312495	EE-09	21.6
2204313315	AE-96	92.2
2203613013	Stat-28	77.4
2201323107	Ling-92	79.3
2204613221	ChE-86	75.8
2203412942	Stat-47	92.2
2201313158	Stat-29	99.2
2206515221	IE-65	77.5
2201412035	ME-88	99.6
2206111763	Stat-33	68.0
2183410425	CS-01	69.0
2206123650	IE-57	97.2
2203312541	Chem-16	65.6
L201300002	Math-27	48.3
2205012211	Bio-58	12.9
2206123882	CE-23	17.1
2203513469	CS-56	84.5
2203412923	ChE-46	77.2
2206123852	Chem-90	91.9
2206113998	CS-53	87.1
2203211393	Stat-47	22.5
2203612986	Stat-48	63.6
2201111624	ME-64	78.0
2206124260	Math-27	1.7
2203722736	ChE-86	71.3
2206113708	IE-95	91.2
2206213263	AE-96	63.6
2205124713	Bio-60	73.0
2206113938	ChE-29	80.4
2206113610	Econ-81	87.3
2206113834	Chem-34	80.6
2206113761	CS-56	62.1
2201412035	EE-09	78.4
2204112372	Math-54	77.9
2202311936	ChE-62	95.7
2208115392	Bio-99	83.8
2204511818	Math-54	80.2
L201300002	Ling-92	11.4
2206111757	ME-91	85.3
2206123946	Chem-34	11.1
2204112316	BE-34	60.6
2204111713	Chem-42	6.3
2203113238	Bio-35	72.8
2203712690	Chem-27	81.6
2206113865	Math-11	81.6
2203312478	Econ-35	79.3
2203511792	Phys-46	97.8
2204112278	ME-91	28.1
2206113590	EE-94	77.1
2206515220	CE-97	78.9
2203412932	Bio-44	30.2
2203412942	EE-69	99.1
2203513467	ME-88	94.1
2206123962	Math-57	85.3
2204112362	CE-23	68.4
2206113628	Bio-25	98.8
2203211398	IE-95	41.1
2204112366	CS-01	2.3
2203712772	IE-95	63.7
2206113890	Phys-26	82.0
2203712717	ChE-79	64.3
2206113906	Ling-36	85.4
2201313116	ChE-46	81.2
2205322837	EE-94	60.4
2206113779	Econ-66	68.5
2206113992	Math-32	31.0
2203312562	Phys-41	86.8
2196214614	Ling-03	77.4
2206525325	Phys-41	52.2
2203614801	Math-54	96.6
2202214754	ChE-79	99.6
2203513470	BE-21	31.8
2201313145	AE-73	97.8
2205114686	BE-21	60.9
2206515218	AE-91	89.0
2203211410	BE-70	37.3
2201313147	IE-95	9.9
2204421639	IE-65	88.0
2206113763	Econ-66	98.2
2204411679	AE-38	16.9
2204411652	CS-01	81.2
2203312551	AE-91	70.0
2203612998	Econ-61	89.6
2205011914	Stat-33	88.0
2203211404	EE-69	87.0
2203412932	CE-97	61.0
2203712763	Ling-92	57.1
2204323361	IE-65	68.4
2206113595	AE-38	89.9
2201412081	Ling-92	73.8
2206113896	ChE-86	38.0
2204112331	Chem-16	91.1
2203513469	ME-91	79.6
2205012189	CE-32	69.0
2206515224	Ling-89	64.2
2202224791	Chem-90	75.1
2208125394	Math-27	88.2
2201111586	Econ-67	96.4
2205012207	EE-09	98.6
2206113770	IE-54	13.0
2206113735	ChE-79	91.9
2206113713	Stat-33	97.5
2203712742	Econ-61	34.1
2203513472	ChE-46	93.8
2204411650	Math-19	90.6
2203612985	Math-57	91.9
2203712784	EE-09	62.8
2206123755	AE-98	5.4
2204421339	Econ-59	62.8
2206113945	Stat-47	69.6
2203312497	AE-96	85.3
2203613016	IE-65	34.2
2206123985	Stat-28	99.1
2204411666	Bio-58	76.2
2204215007	ME-88	90.0
2206422649	AE-96	71.6
2203312585	CS-53	45.8
2204313316	Phys-62	0.6
2201323090	ChE-62	21.5
2205012187	IE-95	78.4
2203322485	ChE-86	67.9
2206113845	AE-91	62.7
2205022173	Econ-61	64.9
2205114685	EE-94	65.7
2206123837	IE-65	72.0
2203712778	Bio-08	67.6
2203312488	Econ-05	78.8
2206113809	Econ-61	63.6
2206113873	Econ-35	99.3
2203712703	EE-09	83.0
2204521807	BE-06	21.5
2203412950	Bio-58	75.2
2203312548	Math-90	74.8
2206113566	IE-76	99.1
2205012170	CE-74	90.8
2203113236	CS-36	88.6
2203211430	Econ-61	79.8
2206213254	Phys-31	88.6
2203312490	IE-67	93.3
2206114026	CS-05	38.5
2203221407	Chem-45	10.5
2204214959	CS-56	71.2
2204214994	ME-88	1.5
2203712718	Phys-36	12.2
2205124700	Phys-26	58.4
2204313307	Ling-36	71.7
2206113794	EE-69	69.3
2206113792	AE-96	87.6
2204312625	AE-18	99.4
2206525205	Econ-05	89.5
2203623015	Phys-36	99.1
2203712786	Bio-44	77.3
2204222854	Math-27	83.0
2206113992	CE-74	67.6
2205012189	Ling-43	64.8
2201111583	Phys-36	62.8
2203612995	Chem-00	74.8
2206113654	Stat-48	71.1
2206213283	AE-96	99.0
2206113770	Math-32	98.2
2203412944	Econ-59	77.4
2203712721	ChE-79	95.5
2203221417	Stat-28	80.7
2204411673	Econ-81	10.8
2184124615	Ling-27	91.8
2201111583	EE-94	76.6
2206312134	ME-73	48.3
2206113798	Chem-77	43.5
2204411645	Math-54	74.5
2204323388	CE-32	79.9
2204313340	Ling-36	8.7
2203211474	Bio-25	75.2
2203221445	Math-54	0.8
2201322106	Bio-35	5.9
2203312551	AE-77	98.4
2206113642	AE-77	92.5
2206113766	AE-91	82.1
2206113588	Chem-77	55.8
2206123776	Ling-27	80.7
2203211434	IE-65	66.1
2203722773	Chem-77	76.5
2206123931	IE-95	90.8
2201423086	Stat-33	84.9
2206123705	IE-57	66.3
2203113229	Econ-35	89.3
2204411647	Bio-57	79.0
2203312558	Chem-45	54.1
2204411652	Bio-99	66.0
2204214989	Chem-42	95.6
2206124253	AE-98	77.2
2206113735	Stat-33	76.8
2203513500	Econ-35	70.5
2205114685	ME-91	23.1
2206113731	Phys-46	28.9
2206515222	Econ-31	92.2
2206113798	CE-20	78.5
2205124713	Bio-44	89.7
2204111713	Phys-62	37.8
2206113773	AE-96	70.4
2204214994	Stat-29	13.3
2201412056	ChE-86	60.3
2203613016	Chem-42	23.2
2204122370	Math-27	35.5
2204511814	ME-19	89.0
2204215028	EE-94	91.4
2203113242	IE-95	98.7
2204112374	Bio-35	49.9
2205022173	AE-18	71.7
2206123946	Chem-00	44.0
2204411673	Econ-66	58.5
2206113930	Stat-01	73.3
2206113963	AE-96	4.9
2206113969	CS-53	43.4
2206113842	Econ-31	48.1
2203113227	Econ-35	62.5
2204311545	IE-93	70.2
2206123904	EE-09	93.2
2204122350	Chem-45	90.3
2201121579	BE-70	70.4
2206113603	ME-86	92.2
2206213263	ChE-86	97.2
2201412054	ME-92	84.5
2203513481	Econ-31	60.8
2204511811	Ling-36	12.4
2206113784	Bio-08	78.3
2206113848	AE-98	72.3
2203412933	Phys-36	87.6
2205114665	ChE-46	50.4
2201422063	Math-32	61.7
2204421337	Econ-76	60.3
2202113447	EE-94	24.6
2206113642	Econ-35	95.1
2206113854	IE-65	92.8
2203712742	ME-64	85.5
2203312590	Bio-99	82.2
2203612998	CS-53	60.6
2201121580	Econ-66	41.8
2203211401	Bio-25	79.8
2196214618	Econ-59	94.1
2206113845	Bio-44	79.9
2204313369	Econ-76	66.8
2206123985	Math-11	89.8
2206515213	Econ-76	67.1
2206113845	Stat-47	22.6
2202113426	Math-90	88.9
2201313146	EE-94	94.5
2204421326	Econ-35	66.0
2201312105	Math-90	27.8
2206113905	AE-98	63.4
2206123886	Ling-35	60.1
2203712696	IE-65	39.8
2201412077	CS-01	74.7
2205114656	AE-96	61.3
2205123246	Math-27	91.3
2203712694	Math-90	71.6
2206113712	Phys-36	94.5
2203511792	AE-98	97.2
2204411655	Econ-35	94.2
2206123813	Chem-35	35.3
2206322125	Math-19	88.0
2206113601	Math-27	80.3
2203312577	ChE-79	98.2
2206213274	Ling-89	74.6
2208115392	CE-74	4.3
2204215007	Phys-62	76.0
2206123732	Math-11	5.7
2206123902	Stat-33	75.4
2202113426	Ling-36	35.1
2203712741	IE-76	87.0
2206123641	Phys-09	49.9
2204112349	AE-73	55.2
2204111720	Ling-27	26.2
2201412052	Econ-05	70.5
2201313116	AE-18	76.9
2204411688	Chem-83	100.0
2202113437	Bio-60	76.9
2204311545	Phys-09	88.2
2204214959	Ling-43	71.3
2203211405	ME-73	68.6
2184114625	BE-34	50.0
2206123856	Chem-45	85.3
2204112379	Econ-51	64.8
2208125394	CE-23	35.1
2205124672	Chem-42	78.7
2201323107	Bio-35	98.1
2206113958	Bio-99	69.5
2203712767	Chem-34	97.0
2203513500	AE-96	71.2
2203322493	IE-93	55.6
2204214962	CE-97	92.7
2206113845	AE-18	67.1
2204313313	Chem-77	67.2
2206113742	Bio-58	71.3
2206123611	CE-23	64.0
2203722746	ChE-29	93.0
2204112330	EE-69	77.9
2203712712	Math-54	98.3
2206213278	Econ-05	70.4
2201121579	CS-56	50.8
2203322493	CS-01	81.8
2203312528	Chem-90	34.1
2205124713	AE-38	84.9
2202122669	Chem-90	89.5
2205012170	AE-73	61.4
2204111716	Phys-41	70.3
2206515210	Chem-27	81.2
2203712783	ChE-62	98.4
2202113431	Bio-57	88.0
2203312500	Math-57	95.7
2205114669	Stat-33	95.6
2201111590	CS-56	42.0
L201300002	CE-32	67.6
2203712763	Chem-83	72.9
2201511781	Bio-58	77.9
2204411650	Bio-24	76.0
2201313158	BE-06	82.3
2201121587	ME-92	88.4
2203613011	Phys-62	83.1
2206113910	IE-93	76.7
2201521778	Phys-07	90.2
2206213281	CE-32	70.0
2204411687	Bio-58	32.7
2206213265	AE-96	89.3
2202214752	Bio-57	70.3
2206113740	Stat-47	91.5
2203114809	Ling-03	10.2
2206123758	IE-76	79.3
2201412023	Bio-35	90.6
2205114689	Math-57	83.1
2203312538	IE-65	14.7
2204411643	ChE-79	71.1
2203211399	Chem-83	74.9
2201111604	ME-92	72.9
2201412074	Econ-05	21.0
2205012168	Phys-62	28.8
2206113730	AE-77	91.1
2203312490	Chem-00	32.3
2205322841	Phys-09	95.5
2206113589	Ling-43	60.8
2203712778	ME-19	79.4
2204411650	ME-64	80.6
2201222246	Econ-51	87.1
2206114000	Math-19	48.0
2205114683	BE-06	96.1
2206412674	ME-73	69.2
2206113733	EE-94	56.8
2204313368	CE-32	83.9
2202113441	Stat-01	63.4
2203412925	Ling-36	91.6
2201111588	Bio-35	70.5
2203312490	Bio-35	89.6
2205312846	Bio-08	63.2
2203312575	Econ-51	81.0
2206123971	ChE-46	77.2
2206123931	Ling-92	4.6
2203712784	CE-97	71.2
2203712778	CS-56	96.2
2206113708	CS-01	49.0
2203613042	ME-86	78.7
2204214973	Ling-35	98.3
2205114709	Phys-26	87.6
2203211431	ME-19	83.3
2206111758	Ling-03	66.1
2206123882	Chem-45	64.6
2206113773	Chem-00	61.4
2201521777	Econ-05	91.9
2206113932	Math-19	66.8
2203322530	ME-64	65.2
2206223273	Econ-66	90.8
2201313116	Math-11	71.1
2203211474	Chem-83	81.1
2206113827	Econ-61	60.7
2203312590	Stat-29	88.6
2203211410	Bio-24	98.7
2201313140	CS-56	84.8
2204122350	EE-09	91.8
2206113625	Econ-31	32.4
2205114717	BE-34	14.4
2206113803	BE-21	88.1
2204112375	Bio-99	76.7
2206113998	Econ-67	82.4
2206412655	Econ-31	93.5
2206113982	Phys-26	86.2
2203712712	IE-54	94.0
2204313335	ME-64	75.3
2203211424	EE-94	6.8
2203722736	Ling-27	7.8
2202113449	Bio-44	88.9
2205124713	Phys-36	81.4
2203322593	AE-18	81.6
2201511781	Chem-00	60.3
2204214953	ChE-29	78.9
2204313369	Math-90	67.3
2196214612	Econ-67	62.8
2203712785	Chem-45	98.5
2204312625	Ling-35	79.1
2204411666	AE-91	98.0
2206123832	CE-20	56.4
2205114717	BE-70	66.0
2201323125	Chem-00	85.9
2184114626	Ling-03	97.0
2204112349	Bio-44	99.4
2204224991	Ling-89	47.2
2205114717	Math-19	38.5
2203712710	Econ-59	88.5
2201323113	Phys-26	78.4
2203612993	BE-34	56.8
2203613009	Bio-60	1.5
2203211745	ChE-29	95.3
2204225012	Chem-45	54.4
2205012168	CE-74	90.3
2206113998	ChE-79	76.4
2206123611	Ling-35	75.5
2203712727	BE-21	72.6
2203211409	CS-36	84.0
2203513470	ME-19	67.5
2204313352	Math-54	78.4
L201300001	Econ-05	26.3
2203513467	Econ-61	90.9
2206111761	Econ-61	65.4
2203422935	Bio-58	87.3
2206312126	AE-38	26.9
2206123813	IE-93	18.3
2206113870	Math-32	66.5
2202123450	Bio-99	94.1
2201412052	BE-70	60.4
2203712694	IE-95	5.1
2206113897	CS-01	60.6
2203513486	ME-73	78.2
2206123774	Bio-25	79.2
2206123694	Stat-33	96.0
2201313142	Ling-03	67.1
2206113585	CS-36	90.7
2201313128	CE-20	85.4
2206113912	IE-67	86.1
2206113803	EE-09	84.4
2206422649	BE-21	1.8
2204214978	Phys-07	62.9
2205022179	Econ-05	65.5
2205114715	CE-74	36.1
2206115146	ChE-29	95.8
2203211398	Math-32	91.6
2201121579	Phys-46	92.5
2203712690	AE-91	98.1
2202214754	Econ-61	41.1
2204511818	Chem-77	87.0
2201412042	Phys-31	92.5
2203311497	Chem-27	89.4
2206113913	Ling-43	64.4
2204313355	BE-06	97.1
2206412641	IE-65	91.6
2206113733	ChE-46	60.7
2201323105	Bio-44	60.8
2205114686	Phys-41	97.9
2204214973	ChE-86	64.1
2201511776	ChE-62	65.2
2202112672	EE-09	80.8
2206422632	Bio-44	60.6
2206123732	AE-91	92.4
2203513495	Chem-34	66.4
2204411661	Econ-81	2.0
2204112331	CS-36	67.2
2203211745	Chem-16	32.6
2206113932	Bio-24	24.4
2203711824	ChE-29	89.7
2203312560	Stat-01	60.5
2203312573	Chem-83	76.7
2201521778	Ling-03	60.2
2205012172	BE-34	78.5
2203113237	Econ-67	91.2
2204112328	ME-86	65.2
2205114653	Stat-47	55.5
2203211413	IE-54	65.3
2203613021	AE-98	93.4
2204122370	Econ-76	94.5
2206123804	Ling-27	96.5
2184214561	AE-38	53.8
2201310802	CS-36	92.9
2205022169	ME-19	77.6
2203612997	Ling-03	75.4
2206113727	AE-38	4.6
2204313313	AE-77	78.9
2206515218	BE-70	69.5
2206113865	Bio-99	86.5
2206123664	ChE-29	99.4
2203613023	Econ-67	74.1
2205114709	Phys-46	23.1
2202113429	ME-92	91.7
2206113794	EE-94	70.7
2201313149	Chem-45	31.1
2203412954	Bio-58	61.8
2206113864	AE-91	45.3
2206123980	Chem-00	92.6
2204214954	Math-90	92.6
2204112280	AE-18	92.3
2206113625	Bio-57	82.4
2207115386	Ling-35	98.3
2206113598	ME-86	35.8
2206113629	IE-76	9.5
2206113723	CE-20	94.9
2205114717	CS-01	82.1
2206515219	Econ-59	9.9
2204111713	Phys-46	67.9
2203712764	ChE-79	89.9
2204311540	Bio-60	94.1
2206113743	Stat-29	77.9
2203712697	Stat-47	83.5
2201313147	Econ-61	54.6
2203612996	Stat-01	74.0
2203312562	Math-27	80.7
2204411673	Phys-62	60.1
2203712767	CS-01	98.0
2204225034	Econ-76	91.1
2206113910	Chem-35	97.5
2203613033	BE-21	12.9
2203513469	EE-09	23.2
2204313324	Chem-35	97.5
2203712689	BE-34	20.0
2206412652	Phys-46	22.7
2206123775	BE-70	70.0
2201121576	Bio-58	81.6
2206113719	IE-76	98.9
2206113930	Phys-41	71.2
2206213274	CE-32	47.5
2205114708	Ling-35	86.1
2206113909	Econ-81	68.2
2201511780	ChE-79	85.0
2201222257	AE-18	79.5
2202113444	BE-06	38.2
2203712785	ChE-29	16.7
2206113854	Chem-83	73.2
2206113661	Ling-27	77.4
2203113231	Stat-33	89.7
2204225015	IE-54	82.9
2203211413	EE-94	52.4
2203221423	AE-96	84.8
2208211256	Math-32	84.1
2206123682	CE-74	89.8
2204214954	BE-06	98.2
2206123755	Math-11	97.1
2203612990	CE-74	65.3
2203712757	AE-18	91.1
2206113635	Math-11	93.5
2201412053	Phys-41	68.8
2205114709	EE-94	70.0
2201412042	IE-95	60.9
2206113915	ChE-79	72.0
2205012174	ChE-79	73.4
2206123946	Econ-51	77.8
2206113587	Phys-41	91.2
2206113590	Ling-35	82.9
2201322106	EE-94	14.6
2201212254	ChE-79	87.0
2204613216	Ling-35	71.5
2206113712	Bio-60	72.9
2183410425	CS-53	36.4
2203612987	Ling-92	65.5
2203712775	Chem-45	96.4
2201111583	BE-21	77.9
2206113977	IE-95	6.9
2206113595	Stat-47	80.2
2203513481	ChE-86	79.4
2205114696	Econ-59	95.0
2205012177	CS-01	21.9
2203221445	ME-19	17.0
2206113865	Chem-16	98.7
2205012189	IE-67	85.3
2206123791	AE-38	82.7
2201222246	AE-91	29.2
2204313374	Econ-67	84.9
2204112306	CE-32	96.2
2206113589	BE-06	66.3
2205312828	Ling-43	82.1
2206113726	CE-97	64.1
2203513481	AE-73	95.4
2202321922	ME-86	99.5
2204112316	Phys-46	78.3
2206123961	IE-95	61.5
2202321925	IE-54	95.6
2203322485	Ling-35	77.3
2201412025	Phys-36	11.4
2201313149	CE-32	58.4
2203312512	Bio-24	95.8
2204112362	ME-86	65.2
2206113636	IE-95	91.6
2203211444	CS-56	75.2
2203611349	CS-56	73.5
2206322125	CS-53	34.5
2204215006	ME-86	88.2
2203312552	Math-90	80.7
2203712759	AE-96	92.6
2203712688	EE-94	89.6
2202113447	Ling-89	97.8
2206213275	CS-01	45.5
2203612987	Phys-62	94.6
2205114653	Chem-00	14.1
2206113742	ME-64	66.3
2204421326	Math-32	84.5
2205124672	Bio-44	33.3
2203513495	AE-73	93.9
2203221411	Econ-61	66.3
2205022209	Math-57	3.8
2206123952	Math-32	81.7
2205012206	Bio-25	80.1
2203712742	Chem-16	72.1
2203623015	EE-69	88.7
2206113906	Bio-24	89.4
2203312477	Bio-44	51.3
2204112280	Econ-67	77.5
2202113437	IE-76	97.7
2202113426	BE-70	61.2
2203312596	Econ-31	92.3
2201313120	IE-95	71.2
2206113938	IE-95	70.9
2202214768	CS-56	99.8
2206113803	BE-70	42.2
2203612993	Chem-34	28.3
2206123804	CE-74	80.5
2203312873	Bio-99	7.5
2206123807	Econ-59	29.5
2206113734	IE-95	25.0
2204111720	Phys-07	84.6
2203412925	Econ-35	46.7
2206412636	AE-98	86.3
2202113429	Phys-09	65.4
2203211393	Bio-08	89.0
2206123904	BE-70	99.7
2204214986	Stat-01	81.8
2205012175	Phys-46	75.6
2201212253	Econ-35	88.3
2206412648	Stat-29	58.0
2206113602	CE-20	10.7
2201222246	AE-38	76.1
2184124615	Econ-05	7.4
2203712697	BE-06	87.7
2203113237	Ling-35	68.7
2201312107	Chem-83	73.4
2206412641	ChE-86	85.3
2204313324	Chem-34	61.2
2194324705	Ling-43	61.5
2206113648	EE-94	63.2
2203312582	Bio-60	74.9
2206113661	CS-53	62.8
2203312597	Econ-05	21.7
2203711824	AE-38	95.2
2206113828	Bio-08	94.1
2201412083	Ling-36	77.6
2201312107	Econ-35	78.1
2206113786	Econ-31	39.8
2203712772	Econ-76	66.3
2204313340	Econ-61	13.0
2206113626	Math-27	6.9
2205012206	Bio-08	80.8
2204313313	Phys-36	88.0
2201323105	Bio-57	83.8
2206123715	Ling-36	92.2
2206113828	BE-34	80.6
2203613023	CS-56	70.1
2206113668	Stat-47	18.8
2205012204	Math-57	98.7
2204313351	Ling-43	62.6
2203513495	BE-70	62.0
2201313108	Math-54	79.9
2206525215	Ling-36	70.3
2203312500	Math-11	71.7
2206114026	CS-01	22.1
2201212238	ChE-79	92.8
2204511814	Stat-47	64.2
2206113590	Bio-25	76.5
2206123931	CE-74	51.9
2206113686	Econ-31	95.7
2203714806	Bio-25	96.2
2204214968	IE-93	87.4
2201412083	CE-97	70.4
2201422061	Math-19	82.5
2203612995	Bio-35	42.3
2201412025	Chem-77	83.0
2204214990	IE-76	66.7
2203312501	Phys-31	97.4
2205011915	Bio-08	75.6
2201313128	BE-06	82.5
2206223273	Phys-26	78.6
2201412070	Chem-34	81.1
2201412025	IE-65	78.7
2203322493	CS-56	77.2
2203712725	ME-92	43.1
2205114684	ME-86	64.9
2206113855	CE-20	76.5
2205111306	Math-54	46.0
2206123645	Econ-59	95.4
2204112309	Math-32	83.3
2204112316	Econ-67	64.5
2206113910	Econ-05	91.8
2206113642	Stat-33	90.0
2205114710	Phys-62	31.0
2201121576	CE-32	62.8
2206113770	Bio-99	45.9
2204313368	Ling-27	98.3
2204214976	ME-88	94.4
2202311934	EE-09	98.7
2204421337	Stat-33	73.0
2201412051	Math-19	73.7
2203312544	CE-32	92.0
2205012187	CE-32	81.1
2206123674	CE-32	98.2
2205114717	ME-88	83.9
2206213261	Bio-35	29.2
2206113646	Math-27	85.3
2204613217	CE-74	72.1
2194214378	Stat-48	86.9
2204122370	IE-76	49.8
2208115392	Phys-46	47.9
2203312531	ChE-62	62.1
2204411647	EE-09	77.8
2206113841	CE-20	80.6
2203612979	ME-88	22.2
2206113943	Ling-43	65.0
2204411668	IE-67	70.2
2206322125	Ling-27	93.8
2203712774	Stat-29	82.5
2203712783	Phys-36	53.3
2203613013	AE-38	74.9
2205114721	CE-32	84.6
2206113731	Stat-01	21.1
2206113816	AE-98	99.5
2206113819	IE-93	32.4
2203712701	EE-69	84.8
2204313397	Bio-08	91.5
2206113978	Phys-36	74.3
2206113696	Chem-27	82.3
2205022169	CS-36	75.4
2202113444	BE-70	98.7
2203412942	Math-11	65.9
2205114721	BE-06	90.1
2206412653	Chem-00	84.2
2204421337	CE-74	71.0
2203712785	IE-93	77.1
2206113569	Bio-24	39.4
2203712761	Econ-61	94.9
2205012177	Chem-77	63.9
2201422034	Bio-60	72.9
2204112296	IE-65	12.0
2206113978	EE-09	19.1
2204215031	Phys-46	85.0
2206113598	Econ-76	82.5
2206113654	Bio-44	69.6
2206525215	Econ-81	68.1
2206113757	AE-38	38.9
2203412944	Ling-92	89.9
2201412010	Econ-81	79.8
2201412056	Bio-99	78.2
2206113992	BE-21	54.2
2203312596	CS-05	78.2
2206113587	IE-93	66.2
2206123578	Chem-77	99.4
2206113731	BE-21	90.9
2204411688	AE-73	86.3
2201412042	IE-76	97.7
2204214962	Econ-51	45.6
2204313385	Chem-42	75.9
2196214618	IE-93	88.3
L201300002	Ling-03	61.3
2204214986	CS-01	74.6
2206123952	ME-64	86.3
2206111760	CE-20	99.9
2205012176	ME-88	90.3
2206515213	Chem-00	54.0
2205124672	Chem-90	78.5
2204511811	ME-92	74.6
2206123980	Chem-42	2.4
2202113430	BE-06	39.1
2206123947	Stat-33	71.9
2203712721	Econ-76	74.4
2206113646	Chem-00	98.0
2206123947	AE-98	12.3
2203712764	Bio-24	70.9
2206113625	Econ-59	10.1
2203613038	ChE-29	91.8
2203312544	CE-74	9.3
2206123813	CE-23	77.1
2195314621	Bio-57	86.0
2201313142	ChE-86	76.7
2206113635	IE-93	60.8
2203113237	IE-76	60.5
2203712761	EE-69	6.2
2203712688	EE-09	78.1
2203513493	Ling-35	86.4
2206113712	Chem-16	80.8
2203624800	Chem-35	79.8
2205011365	Stat-01	92.4
2206113845	Phys-09	83.7
2203412934	Phys-41	87.1
2203412942	Math-90	13.3
2204215030	Math-57	68.9
2205114696	ME-92	48.0
2206113761	Bio-60	87.1
2204122369	Econ-66	34.6
2206213281	Stat-33	98.0
2201521777	Math-54	47.4
2202311934	Econ-61	68.0
2203613042	ME-64	74.4
2206113696	Chem-45	71.6
2203312555	Ling-89	63.4
2204112303	CE-32	70.3
2204215009	Phys-36	17.0
2205124688	Econ-76	29.1
2205312846	AE-73	92.4
2201323127	Econ-51	85.3
2204214976	Stat-47	74.8
2203211404	AE-77	64.3
2204421326	Phys-41	83.6
2204313368	Math-19	65.2
2205322837	BE-21	71.7
2203513465	CS-05	78.5
2206123659	Bio-24	64.2
2202311936	ME-92	74.6
2206113606	Chem-83	46.0
2206123971	AE-73	72.1
2204214954	Bio-58	45.9
2203412933	IE-95	81.4
2206113821	Chem-77	48.3
2196214618	CE-74	93.8
2204421644	ME-19	93.6
2204122312	Bio-58	92.5
2205012187	Stat-47	68.7
2201521778	Econ-35	79.9
2206525205	AE-18	61.4
2203211478	ME-91	77.5
2206515189	Stat-01	75.5
2205114711	Math-57	76.8
2204214959	IE-95	77.2
2203412944	Phys-36	81.6
2201111583	Chem-77	60.5
2206525215	CS-56	70.6
2203412934	Chem-16	66.4
2203712711	CS-56	62.4
2206113687	Econ-59	87.4
2206123972	Stat-01	75.4
2206113916	Ling-36	94.6
2202112672	Stat-48	87.4
2201521777	BE-21	87.7
2206113793	Chem-77	63.4
2206123961	AE-18	76.3
2206213275	Chem-16	80.9
2201222247	BE-06	74.7
2206113888	Phys-36	81.2
2201111586	Phys-07	77.6
2203613013	Ling-27	78.9
2203211416	Bio-58	25.4
2204225015	Stat-29	73.2
2203613024	IE-93	81.5
2203312596	ME-91	10.3
2204411648	Math-19	83.3
2204613218	CE-23	27.4
2206123877	Phys-09	20.7
2203613020	Phys-62	61.0
2203211139	Chem-90	67.2
2206113984	Chem-35	59.0
2201422007	Econ-05	78.8
2204214950	IE-67	96.2
2203712779	Phys-46	61.7
2206113626	BE-70	93.5
2203712785	Bio-57	67.3
2206113630	ChE-46	91.6
2203221423	BE-21	78.3
2205012172	Stat-47	87.8
2206113793	Phys-36	93.4
2203513467	Phys-26	62.8
2203113242	ME-91	98.6
2203513479	Bio-60	93.6
2205012196	Chem-90	29.5
2206113741	Math-32	99.1
2205012181	BE-34	97.4
2203712710	AE-38	47.5
2203312562	Math-11	41.4
2203613024	Ling-35	69.8
2201412074	BE-06	86.9
2206113854	Econ-61	43.6
2201412012	Stat-48	97.6
2201521777	ME-88	80.7
2204411643	ChE-62	62.0
2206113727	Bio-44	65.8
2203711825	Econ-35	41.6
2201121587	Chem-77	97.8
2203312548	AE-98	83.0
2206113566	Ling-27	67.6
2205012203	Stat-48	71.8
2201422007	CS-05	69.8
L201300001	Ling-43	61.8
2204411687	BE-06	97.2
2204313397	Bio-57	2.5
2203613009	Bio-57	73.2
2205312848	Math-27	82.6
2206123758	Chem-77	99.2
2206115145	Math-57	10.7
2206113770	Math-90	35.9
2203613041	AE-77	98.8
2204323322	CE-32	80.4
2206115149	Phys-41	66.6
2205114647	Bio-99	99.7
2203312500	Bio-08	63.3
2208211254	Bio-08	87.9
2206113765	Chem-77	96.7
2203312562	AE-18	81.6
2203712784	AE-73	40.6
